HomeTeam,AwayTeam,FTHG,FTAG
Belgrano,Lanus,0,2
Racing Club,Quilmes,4,0
River Plate,Argentinos Jrs,0,0
Independiente,River Plate,2,2
Union de Santa Fe,Newells Old Boys,2,2
San Martin S.J.,Belgrano,1,1
Argentinos Jrs,San Lorenzo,1,2
All Boys,Velez Sarsfield,0,2
Lanus,Estudiantes L.P.,0,0
Tigre,Godoy Cruz,2,0
Boca Juniors,Racing Club,3,1
Quilmes,Arsenal Sarandi,1,2
Atl. Rafaela,Colon Santa FE,2,0
Independiente,Belgrano,1,2
Godoy Cruz,Quilmes,0,0
Colon Santa FE,Argentinos Jrs,3,1
Racing Club,All Boys,3,1
Belgrano,Tigre,1,0
River Plate,Lanus,1,0
Velez Sarsfield,Union de Santa Fe,2,0
San Lorenzo,Independiente,2,1
Arsenal Sarandi,Boca Juniors,1,0
Newells Old Boys,Atl. Rafaela,3,0
Estudiantes L.P.,San Martin S.J.,2,0
All Boys,Arsenal Sarandi,0,1
Union de Santa Fe,Racing Club,1,1
Argentinos Jrs,Newells Old Boys,1,3
Boca Juniors,Godoy Cruz,2,1
Atl. Rafaela,Velez Sarsfield,0,3
Belgrano,Estudiantes L.P.,1,0
Lanus,San Lorenzo,0,0
Independiente,Colon Santa FE,2,2
San Martin S.J.,River Plate,0,2
Independiente,Tigre,1,1
Union de Santa Fe,Arsenal Sarandi,1,1
Argentinos Jrs,Velez Sarsfield,0,1
All Boys,Godoy Cruz,1,1
Estudiantes L.P.,Tigre,1,3
Boca Juniors,Quilmes,3,2
San Martin S.J.,San Lorenzo,0,0
Atl. Rafaela,Racing Club,3,0
Independiente,Newells Old Boys,1,3
Belgrano,River Plate,1,2
Lanus,Colon Santa FE,4,0
Quilmes,Tigre,0,0
Racing Club,Argentinos Jrs,2,0
Godoy Cruz,Union de Santa Fe,2,1
San Lorenzo,Belgrano,0,0
Colon Santa FE,San Martin S.J.,1,1
Velez Sarsfield,Independiente,0,1
Tigre,Boca Juniors,0,0
Quilmes,All Boys,2,1
Newells Old Boys,Lanus,0,3
River Plate,Estudiantes L.P.,1,0
Arsenal Sarandi,Atl. Rafaela,0,0
Argentinos Jrs,Arsenal Sarandi,1,2
Estudiantes L.P.,San Lorenzo,1,1
Union de Santa Fe,Quilmes,0,3
All Boys,Boca Juniors,2,0
Lanus,Velez Sarsfield,1,0
Atl. Rafaela,Godoy Cruz,1,2
Independiente,Racing Club,2,0
Belgrano,Colon Santa FE,2,1
River Plate,Tigre,3,2
San Martin S.J.,Newells Old Boys,1,1
Quilmes,Atl. Rafaela,3,3
Newells Old Boys,Belgrano,2,0
Colon Santa FE,Estudiantes L.P.,3,3
Arsenal Sarandi,Independiente,1,0
Godoy Cruz,Argentinos Jrs,0,0
San Lorenzo,River Plate,2,0
Tigre,All Boys,2,1
Racing Club,Lanus,0,0
Boca Juniors,Union de Santa Fe,1,3
Velez Sarsfield,San Martin S.J.,3,0
Belgrano,Velez Sarsfield,1,0
Independiente,Godoy Cruz,0,1
Union de Santa Fe,All Boys,1,1
Estudiantes L.P.,Newells Old Boys,2,4
San Martin S.J.,Racing Club,0,3
San Lorenzo,Tigre,0,1
River Plate,Colon Santa FE,2,1
Atl. Rafaela,Boca Juniors,1,1
Lanus,Arsenal Sarandi,2,1
Argentinos Jrs,Quilmes,1,3
Tigre,Union de Santa Fe,1,2
Colon Santa FE,San Lorenzo,0,1
Quilmes,Independiente,0,0
Godoy Cruz,Lanus,0,1
Newells Old Boys,River Plate,1,0
Racing Club,Belgrano,1,1
Velez Sarsfield,Estudiantes L.P.,1,1
Boca Juniors,Argentinos Jrs,1,1
Arsenal Sarandi,San Martin S.J.,3,2
All Boys,Atl. Rafaela,2,1
Colon Santa FE,Tigre,3,2
Belgrano,Arsenal Sarandi,1,1
Argentinos Jrs,All Boys,1,0
River Plate,Velez Sarsfield,0,0
Estudiantes L.P.,Racing Club,0,1
Independiente,Boca Juniors,1,1
San Martin S.J.,Godoy Cruz,2,3
Atl. Rafaela,Union de Santa Fe,1,0
San Lorenzo,Newells Old Boys,0,1
Lanus,Quilmes,2,2
All Boys,Independiente,2,0
Tigre,Atl. Rafaela,1,3
Velez Sarsfield,San Lorenzo,1,1
Union de Santa Fe,Argentinos Jrs,0,0
Godoy Cruz,Belgrano,0,0
Quilmes,San Martin S.J.,0,0
Racing Club,River Plate,0,2
Newells Old Boys,Colon Santa FE,1,2
Boca Juniors,Lanus,0,0
Arsenal Sarandi,Estudiantes L.P.,1,0
Independiente,Union de Santa Fe,1,1
Argentinos Jrs,Atl. Rafaela,0,0
San Martin S.J.,Boca Juniors,6,1
San Lorenzo,Racing Club,1,4
Lanus,All Boys,2,1
Estudiantes L.P.,Godoy Cruz,0,0
Colon Santa FE,Velez Sarsfield,2,1
Newells Old Boys,Tigre,3,1
River Plate,Arsenal Sarandi,1,1
Belgrano,Quilmes,3,0
Velez Sarsfield,Newells Old Boys,1,3
Racing Club,Colon Santa FE,1,1
All Boys,San Martin S.J.,1,1
Quilmes,Estudiantes L.P.,1,0
Atl. Rafaela,Independiente,2,0
Arsenal Sarandi,San Lorenzo,1,3
Boca Juniors,Belgrano,0,0
Godoy Cruz,River Plate,1,2
Union de Santa Fe,Lanus,0,0
Tigre,Argentinos Jrs,1,0
Estudiantes L.P.,Boca Juniors,1,0
San Lorenzo,Godoy Cruz,1,1
Colon Santa FE,Arsenal Sarandi,1,0
San Martin S.J.,Union de Santa Fe,3,1
Independiente,Argentinos Jrs,3,1
Newells Old Boys,Racing Club,4,3
River Plate,Quilmes,1,1
Belgrano,All Boys,0,1
Lanus,Atl. Rafaela,1,1
Godoy Cruz,Colon Santa FE,3,0
Quilmes,San Lorenzo,1,2
Union de Santa Fe,Belgrano,1,1
Argentinos Jrs,Lanus,1,2
Racing Club,Velez Sarsfield,0,0
Tigre,Independiente,0,2
Boca Juniors,River Plate,1,1
Atl. Rafaela,San Martin S.J.,2,1
All Boys,Estudiantes L.P.,0,0
Arsenal Sarandi,Newells Old Boys,2,0
Velez Sarsfield,Tigre,1,2
Belgrano,Atl. Rafaela,0,0
San Lorenzo,Boca Juniors,3,0
Newells Old Boys,Godoy Cruz,3,1
Velez Sarsfield,Arsenal Sarandi,2,2
Racing Club,Tigre,2,0
Lanus,Independiente,0,0
San Martin S.J.,Argentinos Jrs,2,1
Colon Santa FE,Quilmes,0,3
River Plate,All Boys,2,0
Estudiantes L.P.,Union de Santa Fe,1,0
Arsenal Sarandi,Racing Club,1,0
Atl. Rafaela,Estudiantes L.P.,0,2
Godoy Cruz,Velez Sarsfield,3,1
Quilmes,Newells Old Boys,1,1
Boca Juniors,Colon Santa FE,1,0
Independiente,San Martin S.J.,3,1
Union de Santa Fe,River Plate,2,2
All Boys,San Lorenzo,0,3
Argentinos Jrs,Belgrano,1,3
Tigre,Lanus,0,0
Colon Santa FE,All Boys,2,0
Velez Sarsfield,Quilmes,2,0
Belgrano,Independiente,0,0
Racing Club,Godoy Cruz,1,1
San Martin S.J.,Lanus,3,1
River Plate,Atl. Rafaela,3,0
Newells Old Boys,Boca Juniors,4,0
Arsenal Sarandi,Tigre,3,2
Estudiantes L.P.,Argentinos Jrs,0,0
San Lorenzo,Union de Santa Fe,4,2
Quilmes,Racing Club,1,0
Independiente,Estudiantes L.P.,0,0
Godoy Cruz,Arsenal Sarandi,3,0
Atl. Rafaela,San Lorenzo,0,0
Union de Santa Fe,Colon Santa FE,1,0
Lanus,Belgrano,0,0
Boca Juniors,Velez Sarsfield,1,1
Argentinos Jrs,River Plate,2,0
Tigre,San Martin S.J.,1,3
All Boys,Newells Old Boys,2,1
Belgrano,San Martin S.J.,0,2
Arsenal Sarandi,Quilmes,1,2
Godoy Cruz,Tigre,0,1
River Plate,Independiente,2,1
Colon Santa FE,Atl. Rafaela,2,2
Racing Club,Boca Juniors,2,0
Newells Old Boys,Union de Santa Fe,5,0
San Lorenzo,Argentinos Jrs,1,1
Velez Sarsfield,All Boys,0,0
Tigre,Belgrano,0,0
Argentinos Jrs,Colon Santa FE,1,0
Independiente,San Lorenzo,0,1
San Martin S.J.,Estudiantes L.P.,2,0
Union de Santa Fe,Velez Sarsfield,1,1
All Boys,Racing Club,0,1
Atl. Rafaela,Newells Old Boys,0,3
Boca Juniors,Arsenal Sarandi,1,0
Lanus,River Plate,5,1
Quilmes,Godoy Cruz,0,0
Estudiantes L.P.,Lanus,2,0
Racing Club,Union de Santa Fe,3,0
Estudiantes L.P.,Belgrano,1,1
Tigre,Quilmes,2,3
Colon Santa FE,Independiente,1,1
Newells Old Boys,Argentinos Jrs,0,1
River Plate,San Martin S.J.,3,1
Velez Sarsfield,Atl. Rafaela,2,1
Arsenal Sarandi,All Boys,4,0
San Lorenzo,Lanus,2,2
Godoy Cruz,Boca Juniors,1,1
Velez Sarsfield,Newells Old Boys,1,0
Godoy Cruz,Argentinos Jrs,3,1
Arsenal Sarandi,Estudiantes L.P.,1,1
All Boys,Atl. Rafaela,1,1
Tigre,Velez Sarsfield,1,2
Colon Santa FE,Racing Club,1,1
San Lorenzo,Olimpo Bahia Blanca,2,1
Lanus,Belgrano,3,0
Gimnasia L.P.,River Plate,1,0
Rosario Central,Quilmes,2,0
Argentinos Jrs,Colon Santa FE,2,0
Belgrano,Boca Juniors,1,2
Estudiantes L.P.,All Boys,1,0
Atl. Rafaela,Lanus,2,1
Quilmes,Godoy Cruz,1,0
Velez Sarsfield,Arsenal Sarandi,0,0
Olimpo Bahia Blanca,Tigre,0,0
Racing Club,San Lorenzo,0,3
River Plate,Rosario Central,1,0
Boca Juniors,Newells Old Boys,2,3
Arsenal Sarandi,Olimpo Bahia Blanca,3,1
Colon Santa FE,Quilmes,1,0
Gimnasia L.P.,Rosario Central,3,1
San Lorenzo,Argentinos Jrs,0,3
Newells Old Boys,Belgrano,0,0
Tigre,Racing Club,3,1
Boca Juniors,Atl. Rafaela,2,1
Godoy Cruz,River Plate,0,0
All Boys,Velez Sarsfield,1,1
Lanus,Estudiantes L.P.,1,1
Belgrano,Gimnasia L.P.,1,2
Atl. Rafaela,Newells Old Boys,0,2
Racing Club,Arsenal Sarandi,0,2
Velez Sarsfield,Lanus,0,0
Argentinos Jrs,Tigre,1,0
Rosario Central,Godoy Cruz,1,0
Olimpo Bahia Blanca,All Boys,1,1
River Plate,Colon Santa FE,1,2
Estudiantes L.P.,Boca Juniors,2,0
Quilmes,San Lorenzo,3,2
Newells Old Boys,Gimnasia L.P.,3,0
Newells Old Boys,Estudiantes L.P.,1,1
Tigre,Quilmes,0,1
All Boys,Racing Club,1,0
Gimnasia L.P.,Godoy Cruz,0,0
Colon Santa FE,Rosario Central,2,1
Boca Juniors,Velez Sarsfield,2,1
San Lorenzo,River Plate,1,0
Arsenal Sarandi,Argentinos Jrs,0,0
Belgrano,Atl. Rafaela,3,2
Lanus,Olimpo Bahia Blanca,3,0
Velez Sarsfield,Newells Old Boys,3,0
Estudiantes L.P.,Belgrano,1,1
Godoy Cruz,Colon Santa FE,1,0
Argentinos Jrs,All Boys,1,0
Atl. Rafaela,Gimnasia L.P.,2,1
Racing Club,Lanus,1,1
Quilmes,Arsenal Sarandi,0,1
Rosario Central,San Lorenzo,0,2
River Plate,Tigre,3,0
Olimpo Bahia Blanca,Boca Juniors,3,0
Lanus,Argentinos Jrs,4,0
Belgrano,Velez Sarsfield,3,0
Newells Old Boys,Olimpo Bahia Blanca,2,1
All Boys,Quilmes,4,0
San Lorenzo,Godoy Cruz,0,0
Atl. Rafaela,Estudiantes L.P.,1,0
Tigre,Rosario Central,2,0
Boca Juniors,Racing Club,2,0
Arsenal Sarandi,River Plate,1,1
Gimnasia L.P.,Colon Santa FE,1,0
Godoy Cruz,Tigre,2,0
Racing Club,Newells Old Boys,0,1
Olimpo Bahia Blanca,Belgrano,1,1
Rosario Central,Arsenal Sarandi,1,1
Quilmes,Lanus,0,0
Colon Santa FE,San Lorenzo,0,2
Estudiantes L.P.,Gimnasia L.P.,1,1
Argentinos Jrs,Boca Juniors,0,0
River Plate,All Boys,1,0
Velez Sarsfield,Atl. Rafaela,4,1
Arsenal Sarandi,Godoy Cruz,1,0
All Boys,Rosario Central,1,1
Estudiantes L.P.,Velez Sarsfield,0,0
San Lorenzo,Gimnasia L.P.,3,0
Atl. Rafaela,Olimpo Bahia Blanca,2,0
Newells Old Boys,Argentinos Jrs,2,0
Tigre,Colon Santa FE,1,0
Belgrano,Racing Club,3,0
Boca Juniors,Quilmes,2,0
Lanus,River Plate,0,1
Argentinos Jrs,Belgrano,1,3
Olimpo Bahia Blanca,Estudiantes L.P.,1,1
Quilmes,Newells Old Boys,0,2
San Lorenzo,Tigre,0,0
River Plate,Boca Juniors,0,1
Racing Club,Atl. Rafaela,0,1
Colon Santa FE,Arsenal Sarandi,0,1
Godoy Cruz,All Boys,2,0
Gimnasia L.P.,Velez Sarsfield,2,1
Rosario Central,Lanus,2,1
All Boys,Colon Santa FE,0,0
Atl. Rafaela,Argentinos Jrs,1,0
Belgrano,Quilmes,0,1
Arsenal Sarandi,San Lorenzo,2,1
Estudiantes L.P.,Racing Club,1,0
Velez Sarsfield,Olimpo Bahia Blanca,1,2
Boca Juniors,Rosario Central,1,1
Newells Old Boys,River Plate,1,0
Tigre,Gimnasia L.P.,1,1
Lanus,Godoy Cruz,0,1
Quilmes,Atl. Rafaela,1,1
Argentinos Jrs,Estudiantes L.P.,1,0
Racing Club,Velez Sarsfield,0,1
Colon Santa FE,Lanus,0,3
San Lorenzo,All Boys,3,0
Gimnasia L.P.,Olimpo Bahia Blanca,2,2
Rosario Central,Newells Old Boys,2,1
Tigre,Arsenal Sarandi,2,1
River Plate,Belgrano,0,0
Godoy Cruz,Boca Juniors,2,2
Velez Sarsfield,Argentinos Jrs,2,0
All Boys,Tigre,0,0
Atl. Rafaela,River Plate,0,0
Lanus,San Lorenzo,3,2
Belgrano,Rosario Central,0,1
Newells Old Boys,Godoy Cruz,1,1
Boca Juniors,Colon Santa FE,2,0
Arsenal Sarandi,Gimnasia L.P.,1,1
Estudiantes L.P.,Quilmes,1,0
Olimpo Bahia Blanca,Racing Club,0,1
Arsenal Sarandi,All Boys,1,1
Colon Santa FE,Newells Old Boys,2,2
Argentinos Jrs,Olimpo Bahia Blanca,4,0
Rosario Central,Atl. Rafaela,3,2
Godoy Cruz,Belgrano,1,1
Gimnasia L.P.,Racing Club,1,3
Quilmes,Velez Sarsfield,1,1
Tigre,Lanus,2,3
San Lorenzo,Boca Juniors,1,0
River Plate,Estudiantes L.P.,1,2
Atl. Rafaela,Godoy Cruz,3,1
Olimpo Bahia Blanca,Quilmes,0,1
All Boys,Gimnasia L.P.,2,1
Estudiantes L.P.,Rosario Central,1,1
Newells Old Boys,San Lorenzo,1,1
Belgrano,Colon Santa FE,2,0
Boca Juniors,Tigre,2,1
Racing Club,Argentinos Jrs,0,1
Velez Sarsfield,River Plate,0,0
Lanus,Arsenal Sarandi,2,0
Gimnasia L.P.,Argentinos Jrs,0,0
All Boys,Lanus,2,3
Godoy Cruz,Estudiantes L.P.,2,1
Quilmes,Racing Club,1,1
San Lorenzo,Belgrano,4,2
Rosario Central,Velez Sarsfield,2,3
River Plate,Olimpo Bahia Blanca,1,3
Arsenal Sarandi,Boca Juniors,3,2
Tigre,Newells Old Boys,2,1
Colon Santa FE,Atl. Rafaela,0,1
Velez Sarsfield,Godoy Cruz,2,1
Argentinos Jrs,Quilmes,1,1
Olimpo Bahia Blanca,Rosario Central,1,0
Atl. Rafaela,San Lorenzo,2,2
Lanus,Gimnasia L.P.,0,0
Boca Juniors,All Boys,0,2
Newells Old Boys,Arsenal Sarandi,1,1
Racing Club,River Plate,1,0
Estudiantes L.P.,Colon Santa FE,1,0
Belgrano,Tigre,2,0
Godoy Cruz,Olimpo Bahia Blanca,0,1
Rosario Central,Racing Club,1,1
Colon Santa FE,Velez Sarsfield,0,2
Tigre,Atl. Rafaela,3,1
Arsenal Sarandi,Belgrano,1,4
All Boys,Newells Old Boys,3,1
Gimnasia L.P.,Quilmes,3,2
San Lorenzo,Estudiantes L.P.,0,0
Lanus,Boca Juniors,2,2
River Plate,Argentinos Jrs,1,0
Belgrano,All Boys,1,0
Racing Club,Godoy Cruz,2,0
Argentinos Jrs,Rosario Central,1,2
Atl. Rafaela,Arsenal Sarandi,1,1
Estudiantes L.P.,Tigre,0,2
Boca Juniors,Gimnasia L.P.,1,1
Quilmes,River Plate,1,1
Olimpo Bahia Blanca,Colon Santa FE,1,0
Newells Old Boys,Lanus,2,2
Velez Sarsfield,San Lorenzo,0,0
Estudiantes L.P.,Arsenal Sarandi,1,0
Velez Sarsfield,Tigre,0,0
Olimpo Bahia Blanca,San Lorenzo,2,0
Argentinos Jrs,Godoy Cruz,2,1
Atl. Rafaela,All Boys,1,1
Racing Club,Colon Santa FE,3,0
Quilmes,Rosario Central,0,1
Newells Old Boys,Boca Juniors,0,0
River Plate,Gimnasia L.P.,1,0
Belgrano,Lanus,2,2
Godoy Cruz,Quilmes,2,0
All Boys,Estudiantes L.P.,0,1
Arsenal Sarandi,Velez Sarsfield,1,3
Tigre,Olimpo Bahia Blanca,0,0
San Lorenzo,Racing Club,1,0
Colon Santa FE,Argentinos Jrs,1,0
Gimnasia L.P.,Newells Old Boys,3,0
Lanus,Atl. Rafaela,0,3
Rosario Central,River Plate,1,1
Boca Juniors,Belgrano,2,3
Olimpo Bahia Blanca,Arsenal Sarandi,0,2
Velez Sarsfield,All Boys,3,0
Racing Club,Tigre,0,1
Quilmes,Colon Santa FE,0,2
Argentinos Jrs,San Lorenzo,0,2
Estudiantes L.P.,Lanus,2,1
River Plate,Godoy Cruz,1,2
Belgrano,Newells Old Boys,1,1
Rosario Central,Gimnasia L.P.,3,1
Atl. Rafaela,Boca Juniors,1,0
Lanus,Velez Sarsfield,3,2
All Boys,Olimpo Bahia Blanca,1,0
Arsenal Sarandi,Racing Club,3,1
Newells Old Boys,Atl. Rafaela,4,1
San Lorenzo,Quilmes,1,0
Boca Juniors,Estudiantes L.P.,1,0
Colon Santa FE,River Plate,3,1
Godoy Cruz,Rosario Central,3,0
Tigre,Argentinos Jrs,0,0
Gimnasia L.P.,Belgrano,2,2
Godoy Cruz,Gimnasia L.P.,0,2
Racing Club,All Boys,1,1
Velez Sarsfield,Boca Juniors,1,0
Atl. Rafaela,Belgrano,1,2
Argentinos Jrs,Arsenal Sarandi,2,0
Rosario Central,Colon Santa FE,0,1
Olimpo Bahia Blanca,Lanus,2,0
Quilmes,Tigre,1,0
River Plate,San Lorenzo,1,0
Estudiantes L.P.,Newells Old Boys,0,0
Colon Santa FE,Godoy Cruz,1,1
Gimnasia L.P.,Atl. Rafaela,1,1
All Boys,Argentinos Jrs,0,0
Belgrano,Estudiantes L.P.,1,1
Lanus,Racing Club,1,0
Boca Juniors,Olimpo Bahia Blanca,2,0
Newells Old Boys,Velez Sarsfield,4,1
Arsenal Sarandi,Quilmes,0,2
San Lorenzo,Rosario Central,2,1
Tigre,River Plate,0,0
Argentinos Jrs,Lanus,0,2
Colon Santa FE,Gimnasia L.P.,0,0
Estudiantes L.P.,Atl. Rafaela,0,0
Velez Sarsfield,Belgrano,3,1
Godoy Cruz,San Lorenzo,1,1
Olimpo Bahia Blanca,Newells Old Boys,1,0
River Plate,Arsenal Sarandi,1,0
Racing Club,Boca Juniors,1,2
Quilmes,All Boys,1,2
Rosario Central,Tigre,1,1
Atl. Rafaela,Velez Sarsfield,3,1
Tigre,Godoy Cruz,0,0
Belgrano,Olimpo Bahia Blanca,1,1
San Lorenzo,Colon Santa FE,0,0
Gimnasia L.P.,Estudiantes L.P.,0,1
Arsenal Sarandi,Rosario Central,1,1
Newells Old Boys,Racing Club,2,0
Boca Juniors,Argentinos Jrs,1,1
All Boys,River Plate,3,2
Lanus,Quilmes,1,0
Olimpo Bahia Blanca,Atl. Rafaela,2,1
Colon Santa FE,Tigre,1,0
Racing Club,Belgrano,2,0
Argentinos Jrs,Newells Old Boys,0,0
Rosario Central,All Boys,2,0
Velez Sarsfield,Estudiantes L.P.,1,1
Godoy Cruz,Arsenal Sarandi,2,1
Gimnasia L.P.,San Lorenzo,2,1
River Plate,Lanus,2,0
Quilmes,Boca Juniors,0,0
All Boys,Godoy Cruz,0,0
Estudiantes L.P.,Olimpo Bahia Blanca,0,0
Belgrano,Argentinos Jrs,0,0
Velez Sarsfield,Gimnasia L.P.,5,1
Newells Old Boys,Quilmes,1,1
Atl. Rafaela,Racing Club,2,2
Lanus,Rosario Central,2,1
Arsenal Sarandi,Colon Santa FE,1,0
Boca Juniors,River Plate,1,2
Tigre,San Lorenzo,2,2
Quilmes,Belgrano,1,0
Olimpo Bahia Blanca,Velez Sarsfield,1,2
Argentinos Jrs,Atl. Rafaela,0,0
Racing Club,Estudiantes L.P.,3,3
Godoy Cruz,Lanus,1,0
Colon Santa FE,All Boys,1,0
Rosario Central,Boca Juniors,2,1
River Plate,Newells Old Boys,1,0
Gimnasia L.P.,Tigre,3,1
San Lorenzo,Arsenal Sarandi,2,0
Lanus,Colon Santa FE,1,0
Velez Sarsfield,Racing Club,0,1
Newells Old Boys,Rosario Central,0,1
Atl. Rafaela,Quilmes,2,2
All Boys,San Lorenzo,1,2
Arsenal Sarandi,Tigre,0,1
Boca Juniors,Godoy Cruz,3,0
Belgrano,River Plate,2,1
Estudiantes L.P.,Argentinos Jrs,1,0
Olimpo Bahia Blanca,Gimnasia L.P.,0,2
Tigre,All Boys,2,0
Rosario Central,Belgrano,0,0
Quilmes,Estudiantes L.P.,1,3
Argentinos Jrs,Velez Sarsfield,2,1
