HomeTeam,AwayTeam,FTHG,FTAG
Wolverhampton Wanderers,Brentford,0,2
Aston Villa,Manchester United,2,1
Fulham,Nottingham Forest,1,0
Manchester United,Newcastle United,1,0
Arsenal,Brighton & Hove Albion,2,1
Brentford,AFC Bournemouth,4,1
Burnley,Everton,0,0
Chelsea,Aston Villa,1,2
Liverpool,Wolverhampton Wanderers,2,1
Nottingham Forest,Manchester City,1,2
West Ham United,Fulham,0,1
Crystal Palace,Tottenham Hotspur,0,1
Sunderland,Leeds United,1,1
